2020년 1월 관광객입도현황,,,,,,
□ 형태별,,,,,,(단위 : 명)
구                  분,,,, 2020년 ,2019년,증감율(%)
총                  계,,,월계,"1,250,046","1,130,843",10.5
,,,누계,"1,250,046","1,130,843",10.5
내국인,소              계,,월계,"1,104,438","1,024,130",7.8
,,,누계,"1,104,438","1,024,130",7.8
,개 별 여 행,,월계,"1,028,221","916,626",12.2
,,,누계,"1,028,221","916,626",12.2
,부분패키지,,월계,"54,338","77,686",-30.1
,,,누계,"54,338","77,686",-30.1
,패  키  지,,월계,"21,879","29,818",-26.6
,,,누계,"21,879","29,818",-26.6
외       국       인,,,월계,"145,608","106,713",36.4
,,,누계,"145,608","106,713",36.4
,,,,,,
□ 목적별,,,,,,(단위 : 명)
구                  분,,,, 2020년 ,2019년,증감율(%)
총                  계,,,월계,"1,250,046","1,130,843",10.5
,,,누계,"1,250,046","1,130,843",10.5
내   국   인,소              계,,월계,"1,104,438","1,024,130",7.8
,,,누계,"1,104,438","1,024,130",7.8
,레 저 스 포 츠,,월계,"120,890","110,536",9.4
,,,누계,"120,890","110,536",9.4
,회 의 및 업 무,,월계,"40,753","24,277",67.9
,,,누계,"40,753","24,277",67.9
,휴 양 및 관 람,,월계,"823,210","835,112",-1.4
,,,누계,"823,210","835,112",-1.4
,친  지  방  문,,월계,"105,958","46,126",129.7
,,,누계,"105,958","46,126",129.7
,교  육  여  행,,월계,144,687,-79
,,,누계,144,687,-79
,기  타  방  문,,월계,"13,483","7,392",82.4
,,,누계,"13,483","7,392",82.4
외    국    인,소              계,,월계,"145,608","106,713",36.4
,,,누계,"145,608","106,713",36.4
,아시아,일          본,월계,"4,616","5,145",-10.3
,,,누계,"4,616","5,145",-10.3
,,중          국,월계,"94,328","61,889",52.4
,,,누계,"94,328","61,889",52.4
,,홍          콩,월계,"6,633","2,544",160.7
,,,누계,"6,633","2,544",160.7
,,대          만,월계,"6,310","5,383",17.2
,,,누계,"6,310","5,383",17.2
,,싱    가    폴,월계,"1,674","1,825",-8.3
,,,누계,"1,674","1,825",-8.3
,,말 레 이 시 아,월계,"5,129","4,200",22.1
,,,누계,"5,129","4,200",22.1
,,인 도 네 시 아,월계,"2,663","2,331",14.2
,,,누계,"2,663","2,331",14.2
,,베    트    남,월계,"2,813","2,732",3
,,,누계,"2,813","2,732",3
,,태         국,월계,"5,884","5,162",14
,,,누계,"5,884","5,162",14
,,기          타,월계,"4,268","4,073",4.8
,,,누계,"4,268","4,073",4.8
,서구등,미          국,월계,"2,836","2,974",-4.6
,,,누계,"2,836","2,974",-4.6
,,기          타,월계,"8,454","8,455",0
,,,누계,"8,454","8,455",0
